ASSURED NAME,VESSEL,POLICY NUMBER,INCEPT DATE,EXPIRY DATE,ITEM NUMBER,ITEM TITLE,OCCUPANCY,CLAIM NUMBER,DATE OF LOSS,CURRENCY,POLICY GROSS SUM INSURED,POLICY RETAINED SUM INSURED,POLICY QS SUM INSURED,POLICY SURPLUS SUM INSURED,POLICY PMMSC SUM INSURED,POLICY OTHER TREATY SUM INSURED,POLICY FACUL SUM INSURED,ITEM GROSS SUM INSURED,ITEM RETAINED SUM INSURED,ITEM QS SUM INSURED,ITEM SURPLUS SUM INSURED,ITEM PMMSC SUM INSURED,ITEM OTHER TREATY SUM INSURED,ITEM FACUL SUM INSURED,LOSS RESERVE,LOSS PAID,EXPENSE RESERVE,EXPENSE PAID,RECOVERIES,LOSS DESCRIPTION,LOSS DETAIL,STATUS,FRONTING/REFERRED,INTM NUMBER,INTERMEDIARY NAME,WITH EX-GRATIA,CO INSURANCE,PISC LEAD CO I,ORG TYPE
CDO ONE SUMMIT ENTERPRISES CORP.,,FI-NIL-RS-21-0000667-00-D,12/06/2021,04/05/2022,1,STOCKS,WAREHOUSE - OTHERS,FI-NIL-RS-22-00028,12/16/2021,PHP,1330000,1330000,0,0,0,0,0,1330000,1330000,0,0,0,0,0,0,0,0,0,0,DAMAGE TO PROPERTY,,CLOSED,,490,BDO INSURANCE AND REINSURANCE BROKERS INCORPORATED,N,N,N,I
"SUYEN CORPORATION, ET AL ITS SUBSIDIARIES, SISTER COMPANIES AND OTHER RELATED ENTITIES",,FI-NIL-RS-21-0000706-03-D,10/01/2021,10/01/2022,1,FIXED ASSETS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00005,12/16/2021,PHP,4759736694,4759736694,0,0,0,0,0,1062079038,1062079038,0,0,0,0,0,0,0,0,0,0,DAMAGE TO PROPERTY,,CLOSED,,3006,3006 - RMD F,N,Y,Y,I
"SUYEN CORPORATION, ET AL ITS SUBSIDIARIES, SISTER COMPANIES AND OTHER RELATED ENTITIES",,FI-NIL-RS-21-0000706-03-D,10/01/2021,10/01/2022,1,FIXED ASSETS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00105,12/16/2021,PHP,4759736694,4759736694,0,0,0,0,0,1062079038,1062079038,0,0,0,0,0,0,0,0,0,0,Damaged Property,,CLOSED,,3006,3006 - RMD F,N,Y,Y,I
"SUYEN CORPORATION, ET AL ITS SUBSIDIARIES, SISTER COMPANIES AND OTHER RELATED ENTITIES",,FI-NIL-RS-21-0000706-03-D,10/01/2021,10/01/2022,1,FIXED ASSETS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00107,12/16/2021,PHP,4759736694,4759736694,0,0,0,0,0,1062079038,1062079038,0,0,0,0,0,0,0,0,0,0,Damaged to Property,,CLOSED,,3006,3006 - RMD F,N,Y,Y,I
"SUYEN CORPORATION, ET AL ITS SUBSIDIARIES, SISTER COMPANIES AND OTHER RELATED ENTITIES",,FI-NIL-RS-21-0000706-03-D,10/01/2021,10/01/2022,1,FIXED ASSETS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00109,12/16/2021,PHP,4759736694,4759736694,0,0,0,0,0,1062079038,1062079038,0,0,0,0,0,0,0,0,0,0,DAMAGE TO PROPERTY,,CLOSED,,3006,3006 - RMD F,N,Y,Y,I
"SUYEN CORPORATION, ET AL ITS SUBSIDIARIES, SISTER COMPANIES AND OTHER RELATED ENTITIES",,FI-NIL-RS-21-0000706-03-D,10/01/2021,10/01/2022,1,FIXED ASSETS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00460,12/16/2021,PHP,4759736694,4759736694,0,0,0,0,0,1062079038,1062079038,0,0,0,0,0,0,0,0,0,0,DAMAGE TO PROPERTY,,CLOSED,,3006,3006 - RMD F,N,Y,Y,I
"SUYEN CORPORATION, ET AL ITS SUBSIDIARIES, SISTER COMPANIES AND OTHER RELATED ENTITIES",,FI-NIL-RS-21-0000706-03-D,10/01/2021,10/01/2022,3,STOCKS,GENERAL - COMMERCIAL,FI-NIL-RS-22-00460,12/16/2021,PHP,4759736694,4759736694,0,0,0,0,0,2183868268,2183868268,0,0,0,0,0,0,0,7423.3,7423.3,0,DAMAGE TO PROPERTY,,CLOSED,,3006,3006 - RMD F,N,Y,Y,I
"MACTAN SEASCAPE SERVICES, INC. AND/OR FILINVEST HOSPTALITY CORPORATION AND/OR CHROMA HOSPITALITY, INC. AND/OR FILINVEST DEVELOPMENT CORPORATION AND/OR",,FI-NIL-RS-21-0000815-04-D,08/31/2021,09/30/2022,1,BLDG./M/E/CONTENT,GENERAL - COMMERCIAL,FI-NIL-RS-21-04402,12/16/2021,PHP,300959281.6,300959281.6,0,0,0,0,0,262166281.6,262166281.6,0,0,0,0,0,32801476.18,32801476.18,857261.6,857261.6,0,typhoon Odette,partial loss,CLOSED,,825,"MARSH PHILIPPINES, INC.",N,Y,N,I
"MACTAN SEASCAPE SERVICES, INC. AND/OR FILINVEST HOSPTALITY CORPORATION AND/OR CHROMA HOSPITALITY, INC. AND/OR FILINVEST DEVELOPMENT CORPORATION AND/OR",,FI-NIL-RS-21-0000815-04-D,08/31/2021,09/30/2022,2,BUS. INTERRUPTION,GENERAL - COMMERCIAL,FI-NIL-RS-21-04402,12/16/2021,PHP,300959281.6,300959281.6,0,0,0,0,0,38793000,38793000,0,0,0,0,0,38793000,38793000,784714.15,784714.15,0,typhoon Odette,partial loss,CLOSED,,825,"MARSH PHILIPPINES, INC.",N,Y,N,I
NICKEL ASIA CORPORATION/NAC- SURPOWER 11MW DIESEL POWER PLANT,,FI-NIL-RS-21-0000911-05-D,09/15/2021,09/15/2022,1,BUILDING,INDUSTRIAL - OTHERS,FI-NIL-RS-22-00551,12/16/2021,PHP,881672766.4,418794564,0,0,0,0,462878202.3,312233600,148310960,0,0,0,0,163922640,0,0,9099.63,9099.63,0,Partial loss,,OS-FOR APPROVAL,,629,MIMI M. JORGE,N,N,N,I
"NUTRI ASIA, INC.",,FI-NIL-RS-21-7000035-09-P,07/30/2021,07/31/2022,1,ASSETS,INDUSTRIAL - OTHERS,FI-NIL-RS-21-70077,12/16/2021,PHP,3123572372,1561786186,0,0,0,0,1561786186,1683318429,841659214.7,0,0,0,0,841659214.7,1727304.61,1727304.61,126841.67,126841.67,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,Y,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-00548,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,0,0,0,Typhoon Odette,Partial Loss,CLOSED,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70007,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70008,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,20000,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70009,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,20000,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70010,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,6117,6117,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70011,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70012,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,400000,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70013,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70014,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,305482.65,0,22230.36,22230.36,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70015,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,15881.8,15881.8,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70016,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,670573.46,670573.46,0,0,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70017,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,9849287.82,9849287.82,0,0,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70018,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,8897782.54,8897782.54,0,0,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70019,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70020,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,6401,6401,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70021,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,4935702.85,4935702.85,107740,107740,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70022,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,936375.52,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70023,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,2000000,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70024,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,6100,6100,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70025,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70026,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,6462,6462,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70027,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,15270496.25,15270496.25,0,0,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70028,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,2000000,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70029,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,6413548.17,6413548.17,138149,138149,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70030,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,437558.99,437558.99,14775,14775,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70031,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,1051779.79,1051779.79,27422.96,27422.96,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70032,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,1452180.04,1452180.04,35881.13,35881.13,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70033,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,17292,17292,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70034,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,17834,17834,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70035,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,1000000,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70036,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,500000,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70037,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,128321.46,0,0,0,0,Typhoon Odette,Partial loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70038,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,46320637.31,45132587.82,467985.27,467985.27,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70039,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,24910906.97,24910906.97,1025513.62,1025513.62,0,Typhoon Odette,Partial loss,CLOSED,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70040,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,805529.12,805529.12,22551.54,22551.54,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70052,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,5179,5179,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70053,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,7194.5,7194.5,0,Typhoon Odette,Partial loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70059,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,469228.25,469228.25,19126,19126,0,Typhoon Odette,,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70117,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,1013263.94,1013263.94,0,0,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70118,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,6050,6050,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70119,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,40000,0,0,0,0,Typhoon Odette,Partial Loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70120,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,5800,5800,0,Typhoon Odette,Partial Loss,OS-FOR APPROVAL,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70121,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,0,0,0,Typhoon Odette,Partial Loss,CLOSED,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70122,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,0,0,0,Typhoon Odette,Partial Loss,CLOSED,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70123,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,0,0,0,Typhoon Odette,Partial Loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
"AYALA LAND, INC.",,FI-NIL-RS-21-7000057-10-P,09/28/2021,09/28/2022,1,VARIOUS PROPERTIES,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70124,12/16/2021,PHP,86595417393,82265646523,0,0,0,0,4329770870,86595417393,82265646523,0,0,0,0,4329770870,0,0,0,0,0,Typhoon Odette,Partial Loss,OS-ADJUSTER,,0,DIRECT BUSINESS,N,N,N,I
FIRST PGMC ENTERPRISES INC.,,FI-NIL-RS-21-7000059-07-P,09/17/2021,09/17/2022,2,ASSETS,INDUSTRIAL - OTHERS,FI-NIL-RS-22-70074,12/16/2021,PHP,456850165.3,289338438,0,0,0,0,167511727.3,11364085.97,7197254.45,0,0,0,0,4166831.52,3634390.96,3634390.96,113052.14,113052.14,0,Partial Loss,,OS-FOR APPROVAL,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,Y,Y,I
"GMA NETWORK, INC, SCRIPT2010; GMA NEW MEDIA; GMA MUSIC; ALTA PRODUCTIONS; GMA FILMS; RGMA NETWORK, AND/OR DISTRIBUTORS AND/OR THEIR SUBSIDIARIES AND/O",,FI-NIL-RS-21-7000155-14-P,07/31/2021,07/30/2022,1,SECTION I,GENERAL - NON COMMERCIAL,FI-NIL-RS-22-70003,12/16/2021,PHP,6826034215,1796324793,0,0,0,0,5029709421,6243217873,1642952072,0,0,0,0,4600265801,0,0,0,0,0,Damaged Digital Microwave ,Partial Loss,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,Y,Y,I
